Date,Date_YMD,Status,Total,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu & Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Ladakh,Only_State
11-Feb-22,11-02-2022,Confirmed,50228,3,1166,50,267,236,95,946,6,0,977,201,1883,1185,499,540,206,3976,16012,14,2612,5455,108,81,1641,35,1572,149,445,2890,28,3086,733,17,1777,510,767,0,
12-Feb-22,12-02-2022,Confirmed,45468,13,896,42,172,174,87,754,8,0,920,157,1646,1173,409,458,180,3202,15184,10,2438,4359,110,86,1822,56,1539,81,422,2606,31,2812,683,12,1746,447,672,0,
13-Feb-22,13-02-2022,Confirmed,34763,7,749,22,79,193,42,579,1,0,804,131,1274,838,163,440,124,2372,11136,23,2092,3502,90,58,1231,23,1148,91,327,2177,17,2296,429,4,1426,286,512,0,
14-Feb-22,14-02-2022,Confirmed,25965,0,434,62,198,99,31,571,1,0,586,30,1040,751,379,245,157,1568,8989,12,1760,1966,92,25,577,39,859,52,297,1102,13,1634,614,9,1233,161,320,0,
15-Feb-22,15-02-2022,Confirmed,31022,4,615,44,66,159,28,603,3,0,756,85,998,922,368,314,135,1405,11776,14,1222,2831,102,55,2022,39,925,68,272,1387,20,1325,569,10,1189,285,348,0,
16-Feb-22,16-02-2022,Confirmed,30799,1,675,49,55,123,57,433,0,0,766,118,884,703,157,230,132,1894,12223,1,1388,2748,104,60,1616,32,852,53,326,1702,10,1310,512,4,824,271,439,0,
17-Feb-22,17-02-2022,Confirmed,26465,8,528,41,47,125,35,421,0,0,739,103,870,738,260,232,93,1579,8655,12,1328,2797,103,42,1571,22,886,68,269,1506,11,1252,453,10,849,291,467,0,
18-Feb-22,18-02-2022,Confirmed,22160,6,495,44,46,91,31,392,17,0,607,95,617,675,285,197,73,1333,7780,4,888,2068,83,55,1119,12,671,50,174,1233,12,1146,425,6,842,218,319,0,
19-Feb-22,19-02-2022,Confirmed,19793,1,425,26,29,71,25,504,0,0,635,70,486,559,253,166,82,1137,6757,9,1013,1635,62,31,1151,15,534,30,191,1075,12,1051,401,5,773,243,281,0,
20-Feb-22,20-02-2022,Confirmed,16858,4,335,9,13,60,22,205,0,0,662,40,377,534,152,151,69,1001,5427,7,950,1437,49,34,1324,2,492,33,167,1022,5,949,256,1,613,144,278,0,
21-Feb-22,21-02-2022,Confirmed,12249,3,182,34,28,34,18,264,0,0,446,49,347,480,144,104,49,679,4069,6,847,806,73,11,519,6,388,22,101,563,3,788,385,9,457,103,200,0,
22-Feb-22,22-02-2022,Confirmed,15319,4,244,28,36,90,23,205,1,0,498,55,367,471,271,137,62,767,5691,10,521,1080,42,42,1675,9,428,27,117,616,9,671,374,4,0,473,236,0,
23-Feb-22,23-02-2022,Confirmed,14944,3,253,31,25,53,25,219,0,0,583,44,305,508,190,100,47,667,5023,3,690,1151,50,25,1295,9,342,12,160,769,8,618,348,4,930,156,272,0,
24-Feb-22,24-02-2022,Confirmed,13073,0,220,14,32,48,32,233,0,0,556,45,293,497,196,75,62,588,4064,0,668,1182,56,16,964,9,339,18,104,944,4,575,311,2,491,170,246,0,
25-Feb-22,25-02-2022,Confirmed,11649,1,280,16,18,49,22,216,0,0,460,32,245,399,149,95,52,628,3581,0,530,973,36,26,1057,5,345,14,120,653,9,507,287,1,467,92,260,0,
26-Feb-22,26-02-2022,Confirmed,10279,0,141,6,11,50,25,151,0,0,440,43,230,325,109,84,66,514,3262,2,500,893,37,24,907,6,293,11,121,648,2,480,241,1,303,96,236,0,
27-Feb-22,27-02-2022,Confirmed,8703,1,136,5,11,59,20,117,0,0,580,20,162,360,43,54,26,366,2524,0,392,782,31,36,900,1,251,10,67,531,2,439,151,0,334,66,215,0,
28-Feb-22,28-02-2022,Confirmed,5800,0,71,14,13,29,8,87,0,0,258,18,117,240,88,42,18,268,2010,1,319,407,25,4,211,5,171,9,44,282,4,366,156,2,350,61,89,0,
01-Mar-22,01-03-2022,Confirmed,8177,2,141,12,12,33,13,79,1,0,344,21,162,273,53,55,66,202,2846,0,285,675,20,20,1325,3,168,6,48,318,4,348,152,1,267,47,146,0,
02-Mar-22,02-03-2022,Confirmed,6583,0,101,14,9,32,14,153,0,0,325,16,116,232,83,36,21,188,2373,0,259,544,32,19,703,3,143,5,57,174,5,320,154,2,216,65,153,0,
03-Mar-22,03-03-2022,Confirmed,6507,1,122,5,6,41,9,110,0,0,326,24,128,254,89,46,28,382,2222,0,141,467,19,30,680,1,138,7,63,256,2,292,164,1,258,33,139,0,
04-Mar-22,04-03-2022,Confirmed,6057,0,86,3,7,30,9,107,0,0,302,19,96,239,67,33,20,233,2190,0,153,525,18,11,569,3,128,1,93,312,2,261,152,2,202,48,125,0,
05-Mar-22,05-03-2022,Confirmed,5341,4,76,5,2,18,10,82,0,0,274,10,61,180,67,47,20,278,1836,0,154,535,16,25,433,2,145,3,60,278,6,223,123,1,200,48,102,0,
06-Mar-22,06-03-2022,Confirmed,4400,0,79,0,2,28,8,61,0,0,249,14,71,156,21,31,16,229,1408,0,156,362,10,15,568,1,129,3,41,173,3,196,82,0,161,30,90,0,
07-Mar-22,07-03-2022,Confirmed,3382,0,61,5,3,17,3,66,0,0,158,2,43,137,84,25,27,155,1223,1,117,225,5,4,228,10,120,0,35,133,2,158,102,0,132,40,50,0,
08-Mar-22,08-03-2022,Confirmed,4931,1,69,4,3,21,13,51,0,0,177,18,55,157,59,53,90,197,1791,0,82,460,18,13,839,4,108,3,29,154,5,151,91,0,105,33,68,0,
09-Mar-22,09-03-2022,Confirmed,4193,0,70,2,3,10,7,55,0,0,208,19,58,141,58,24,87,181,1421,0,124,359,10,11,483,7,128,8,45,161,1,147,92,0,131,23,114,0,
10-Mar-22,10-03-2022,Confirmed,4150,0,88,2,0,13,8,59,0,0,212,12,57,175,65,35,80,217,1426,0,104,452,16,24,474,2,108,1,40,128,2,129,91,0,0,23,98,0,
11-Mar-22,11-03-2022,Confirmed,3729,0,46,1,0,16,11,32,0,0,174,13,40,158,71,21,65,181,1175,1,81,318,15,11,396,2,104,0,41,163,2,112,90,0,239,37,106,0,
12-Mar-22,12-03-2022,Confirmed,3073,0,50,1,1,14,9,35,0,0,161,13,47,112,41,19,32,136,1088,0,73,324,14,6,403,2,83,1,30,90,1,105,77,0,0,19,71,0,
13-Mar-22,13-03-2022,Confirmed,2590,0,57,1,0,0,6,15,0,0,132,4,37,119,27,26,15,164,885,0,56,251,15,4,357,0,86,1,31,69,2,95,50,0,0,14,69,0,
14-Mar-22,14-03-2022,Confirmed,2433,2,26,1,2,9,4,20,0,0,136,7,33,105,68,12,27,106,809,0,51,157,16,4,188,4,68,0,45,85,2,86,67,0,230,27,35,0,
15-Mar-22,15-03-2022,Confirmed,3100,1,59,0,5,9,5,25,1,0,131,9,29,114,55,16,28,129,1193,0,28,207,14,6,494,1,78,5,44,67,4,77,81,1,100,29,43,0,
16-Mar-22,16-03-2022,Confirmed,2570,1,69,0,0,9,4,28,0,0,144,6,25,81,37,17,12,145,966,0,29,237,7,8,270,3,80,2,23,70,0,72,75,0,51,32,65,0,
17-Mar-22,17-03-2022,Confirmed,2539,0,54,0,3,10,4,20,0,0,148,13,24,72,35,12,7,140,922,0,21,229,7,14,239,3,105,0,59,76,1,70,63,0,73,18,94,0,
18-Mar-22,18-03-2022,Confirmed,2148,0,75,0,4,7,3,12,0,0,140,4,18,68,0,15,5,106,847,0,31,171,4,6,228,1,79,0,19,57,1,61,52,0,52,15,62,0,
19-Mar-22,19-03-2022,Confirmed,1682,0,40,1,1,5,2,3,0,0,61,5,17,39,27,3,0,173,719,0,12,97,1,6,144,2,72,5,19,19,3,58,67,0,35,11,33,0,
20-Mar-22,20-03-2022,Confirmed,1660,0,49,0,4,3,6,10,0,0,97,5,22,71,18,27,4,109,596,0,22,113,1,7,234,0,45,1,18,32,4,56,35,0,11,12,45,0,
21-Mar-22,21-03-2022,Confirmed,1417,0,37,0,2,3,4,22,0,0,108,0,13,58,23,12,13,71,495,0,15,99,4,7,123,5,40,0,11,26,2,52,73,0,54,15,27,0,
22-Mar-22,22-03-2022,Confirmed,1916,2,30,0,1,9,0,26,0,0,104,5,10,78,32,7,16,92,702,0,13,156,6,2,287,1,32,0,21,33,6,48,53,1,41,22,75,0,
23-Mar-22,23-03-2022,Confirmed,1896,0,31,0,0,7,2,30,0,0,132,7,16,85,19,26,9,93,702,0,26,149,6,8,159,0,60,1,18,55,3,44,72,0,61,14,59,0,
24-Mar-22,24-03-2022,Confirmed,1658,1,39,0,1,4,2,25,0,0,111,2,26,63,27,31,28,109,558,0,26,139,9,9,191,0,38,1,10,36,1,41,49,0,0,20,59,0,
25-Mar-22,25-03-2022,Confirmed,1702,0,40,0,1,9,7,18,0,0,112,0,13,73,20,11,14,89,543,0,26,275,4,7,173,3,55,0,11,52,1,37,36,0,0,34,37,0,
26-Mar-22,26-03-2022,Confirmed,1456,0,41,0,0,2,6,12,0,0,120,9,17,53,14,15,10,79,496,0,23,138,11,3,131,0,43,0,17,30,4,35,36,0,27,18,66,0,
27-Mar-22,27-03-2022,Confirmed,1345,0,27,0,1,3,2,20,0,0,71,2,9,42,5,6,0,64,400,0,24,140,3,1,146,0,48,0,29,48,1,34,41,1,98,15,64,0,
28-Mar-22,28-03-2022,Confirmed,1077,0,29,0,0,6,0,14,0,0,90,2,8,47,13,19,9,48,346,0,26,110,2,1,63,0,43,0,19,9,0,33,30,1,34,42,31,0,
29-Mar-22,29-03-2022,Confirmed,1284,1,5,0,0,5,3,27,0,0,95,5,5,55,13,13,7,42,424,0,18,103,1,0,248,4,37,0,27,19,0,37,32,0,0,11,45,0,
30-Mar-22,30-03-2022,Confirmed,1323,0,15,1,0,1,2,7,0,0,123,3,9,41,18,30,6,35,438,0,14,119,6,2,157,1,59,0,11,27,1,39,40,1,73,7,37,0,
31-Mar-22,31-03-2022,Confirmed,1272,0,8,0,0,4,4,16,0,0,113,12,11,56,7,17,2,78,429,0,13,183,1,1,99,1,32,0,2,20,0,35,31,0,55,8,33,0,
01-Apr-22,01-04-2022,Confirmed,1310,0,28,1,0,0,4,14,0,0,131,7,7,45,15,31,1,62,418,0,27,123,10,3,162,0,21,0,25,20,0,32,25,2,46,9,41,0,
02-Apr-22,02-04-2022,Confirmed,1082,0,0,0,0,2,2,5,0,0,114,14,11,46,14,25,3,34,331,0,11,130,1,2,112,1,40,0,11,15,0,30,7,1,47,2,70,0,
03-Apr-22,03-04-2022,Confirmed,988,0,0,0,0,5,2,5,0,0,85,0,10,54,8,20,3,50,310,0,6,117,14,2,120,0,36,0,4,13,0,23,12,0,45,7,36,0,
04-Apr-22,04-04-2022,Confirmed,671,0,18,0,0,1,1,12,0,0,82,4,9,47,12,2,1,38,256,0,3,52,7,1,34,0,5,0,5,8,2,21,17,0,16,5,12,0,
05-Apr-22,05-04-2022,Confirmed,1112,0,5,1,0,1,3,3,0,0,112,4,13,69,13,12,0,29,354,0,7,136,6,4,175,0,15,0,12,5,2,24,30,1,36,6,34,0,
06-Apr-22,06-04-2022,Confirmed,1081,1,3,0,0,2,1,8,0,0,126,3,9,59,16,11,4,33,361,0,13,108,4,5,149,1,16,0,11,9,0,30,22,0,29,8,37,0,
07-Apr-22,07-04-2022,Confirmed,1087,0,5,2,1,7,2,8,0,0,176,2,8,96,11,7,4,63,291,0,6,128,7,1,101,2,28,0,2,9,0,26,29,0,27,3,33,0,
08-Apr-22,08-04-2022,Confirmed,1151,0,8,0,0,2,2,5,0,0,146,2,20,67,7,9,3,77,353,0,5,130,3,1,123,0,22,0,11,21,0,22,35,0,44,4,26,0,
09-Apr-22,09-04-2022,Confirmed,1101,0,8,0,0,2,2,8,0,0,160,4,34,87,6,5,0,46,347,0,9,132,3,0,122,0,11,0,8,4,0,21,24,0,28,2,28,0,
10-Apr-22,10-04-2022,Confirmed,886,0,5,0,1,2,2,0,0,0,141,4,22,89,0,30,0,56,223,0,8,90,7,3,75,0,8,0,5,11,1,30,13,0,39,2,17,0,
11-Apr-22,11-04-2022,Confirmed,696,0,2,1,1,1,4,6,0,0,137,2,35,54,8,0,0,34,196,0,4,41,6,0,50,0,12,0,9,10,0,28,24,0,14,2,13,0,
12-Apr-22,12-04-2022,Confirmed,1115,0,2,3,1,0,1,3,0,0,202,3,24,149,9,8,1,48,298,0,3,113,3,1,149,4,6,0,9,10,0,22,20,0,0,2,20,0,
13-Apr-22,13-04-2022,Confirmed,1353,0,1,2,0,1,5,3,0,0,299,1,10,179,12,12,4,92,301,0,10,124,4,1,91,3,14,2,4,20,0,29,19,0,87,4,18,0,
14-Apr-22,14-04-2022,Confirmed,1196,0,5,0,0,0,3,0,0,0,325,1,11,170,2,6,2,45,233,0,2,103,13,0,78,0,11,1,11,16,1,25,19,0,90,8,15,0,
15-Apr-22,15-04-2022,Confirmed,1109,0,14,0,0,4,4,3,0,0,366,3,11,174,4,5,0,49,192,0,6,0,3,0,61,0,17,0,9,17,2,22,15,0,108,2,17,0,
16-Apr-22,16-04-2022,Confirmed,1390,0,4,0,0,2,3,0,0,0,461,3,4,202,15,9,4,45,214,0,13,167,5,0,53,0,10,0,5,8,0,23,24,0,102,1,13,0,
17-Apr-22,17-04-2022,Confirmed,1557,0,5,0,0,5,2,0,0,0,517,2,15,191,2,12,3,54,279,0,2,127,6,1,96,0,10,0,7,9,0,30,11,0,135,8,28,0,
18-Apr-22,18-04-2022,Confirmed,1418,0,1,0,0,2,3,1,0,0,501,6,13,234,15,5,3,53,209,0,5,59,2,1,61,0,13,0,29,12,1,27,20,1,115,9,17,0,
19-Apr-22,19-04-2022,Confirmed,1908,0,5,0,2,1,1,2,0,0,632,2,12,249,14,9,4,62,355,0,10,137,3,3,99,1,16,0,20,23,0,30,22,0,159,12,23,0,
20-Apr-22,20-04-2022,Confirmed,2379,0,1,0,2,3,3,5,0,0,1009,5,13,310,14,1,4,61,332,0,6,162,2,1,125,0,8,0,30,25,0,31,20,0,168,7,28,0,
21-Apr-22,21-04-2022,Confirmed,2446,0,1,0,0,2,6,3,0,0,965,4,19,367,11,10,7,100,315,0,15,179,2,0,103,0,9,0,21,14,0,39,17,0,205,6,26,0,
22-Apr-22,22-04-2022,Confirmed,2493,0,4,0,0,4,6,2,0,0,1042,1,11,385,7,9,3,90,300,0,11,121,0,1,91,0,11,0,31,34,1,57,32,0,187,11,40,0,
23-Apr-22,23-04-2022,Confirmed,2607,1,2,0,1,4,7,3,0,0,1094,2,8,334,7,3,5,139,281,0,21,194,5,1,112,0,1,0,15,18,0,53,31,0,225,9,31,0,
24-Apr-22,24-04-2022,Confirmed,2518,0,3,0,2,2,9,2,0,0,1083,6,12,417,4,12,0,60,290,0,6,144,2,0,77,0,9,3,21,15,0,52,21,0,212,12,41,0,
25-Apr-22,25-04-2022,Confirmed,2449,0,0,0,0,2,9,6,0,0,1011,3,12,470,14,14,0,64,255,0,4,84,3,1,107,0,9,1,20,30,0,55,34,0,210,11,19,0,
26-Apr-22,26-04-2022,Confirmed,2949,0,4,0,3,7,15,7,0,0,1204,7,19,517,9,9,0,85,341,0,13,153,2,0,102,0,9,3,34,50,1,72,30,0,201,16,36,0,
27-Apr-22,27-04-2022,Confirmed,3396,0,4,0,0,14,8,5,0,0,1367,14,15,535,6,8,16,126,347,0,15,186,0,0,164,0,10,0,36,59,0,77,49,1,258,24,52,0,
28-Apr-22,28-04-2022,Confirmed,3428,0,5,0,0,2,11,6,0,0,1490,6,14,580,8,7,1,154,412,0,29,165,3,2,85,0,7,1,26,35,1,73,40,0,218,13,34,0,
29-Apr-22,29-04-2022,Confirmed,3518,0,8,0,2,0,10,4,0,0,1607,6,17,624,5,4,1,133,337,0,34,55,0,0,99,0,10,3,27,89,1,54,32,0,282,21,52,0,
30-Apr-22,30-04-2022,Confirmed,3170,0,4,0,1,13,9,5,0,0,1520,8,18,490,14,11,0,126,314,0,46,248,0,0,83,0,12,1,30,70,0,49,34,1,0,8,55,0,
01-May-22,01-05-2022,Confirmed,3387,0,12,0,0,5,9,6,0,0,1485,4,18,479,0,4,10,104,250,0,31,169,0,0,34,0,22,1,20,27,1,47,32,1,554,9,53,0,
02-May-22,02-05-2022,Confirmed,2580,0,4,3,0,5,9,7,0,0,1076,6,16,439,11,6,6,111,296,0,23,92,1,3,40,0,0,0,31,89,0,40,28,0,193,18,27,0,
03-May-22,03-05-2022,Confirmed,3316,0,4,0,2,7,14,7,0,0,1414,9,12,505,10,19,8,107,386,0,26,182,1,0,63,0,7,4,27,44,0,39,36,0,331,18,34,0,
04-May-22,04-05-2022,Confirmed,3230,0,5,0,1,6,5,6,0,0,1354,13,18,571,7,0,13,148,342,0,34,188,2,0,44,0,10,0,72,63,0,37,39,0,198,23,31,0,
05-May-22,05-05-2022,Confirmed,3617,0,8,1,1,10,16,2,0,0,1365,11,25,534,10,7,4,191,400,0,26,233,1,5,45,0,18,0,87,98,0,58,44,0,356,24,36,0,
06-May-22,06-05-2022,Confirmed,3870,1,12,0,1,11,11,9,0,0,1656,4,14,582,9,9,2,181,461,0,34,205,0,2,31,1,14,0,24,85,0,64,62,3,320,14,48,0,
07-May-22,07-05-2022,Confirmed,3381,1,5,1,1,10,12,1,0,0,1407,12,27,473,4,11,1,171,381,0,27,253,0,0,27,0,14,3,26,59,1,89,42,1,264,17,39,0,
08-May-22,08-05-2022,Confirmed,3066,1,9,1,0,10,11,8,0,0,1422,8,37,513,2,10,2,112,324,0,28,224,1,2,17,1,71,0,23,91,0,47,32,0,0,7,51,0,
09-May-22,09-05-2022,Confirmed,2386,1,1,0,0,7,9,4,0,0,799,10,23,371,10,4,3,90,346,0,28,121,1,1,16,0,8,0,25,102,0,38,34,1,303,9,21,0,
10-May-22,10-05-2022,Confirmed,3032,0,5,1,0,6,12,3,0,0,1118,11,33,401,10,5,1,129,489,0,30,223,0,1,25,2,12,2,28,74,0,40,28,0,278,18,46,0,
11-May-22,11-05-2022,Confirmed,2731,0,4,0,1,5,22,6,0,0,970,8,31,383,12,7,2,167,413,0,45,221,0,1,33,0,17,0,18,71,0,39,46,0,169,12,25,0,
12-May-22,12-05-2022,Confirmed,2851,0,21,0,0,6,10,4,0,0,1032,13,28,354,16,1,9,157,419,0,40,231,3,6,55,0,14,2,19,70,3,42,39,0,204,11,42,0,
13-May-22,13-05-2022,Confirmed,2942,0,20,1,0,3,8,2,0,0,899,10,35,439,14,5,0,156,523,0,35,263,0,1,50,0,19,5,33,80,4,44,52,0,175,13,50,0,
14-May-22,14-05-2022,Confirmed,2431,0,17,0,0,6,18,1,0,0,673,14,31,343,12,8,10,103,428,0,36,248,0,1,63,1,18,3,23,55,0,35,45,0,158,24,57,0,
15-May-22,15-05-2022,Confirmed,2084,0,18,0,0,7,8,0,0,0,613,10,0,302,8,7,1,126,321,0,42,255,0,0,30,0,14,3,22,33,0,30,28,0,153,13,40,0,
16-May-22,16-05-2022,Confirmed,1591,0,5,0,0,3,1,3,0,0,377,11,66,218,6,2,0,98,324,0,23,129,0,0,8,0,7,1,18,69,0,31,28,0,138,11,14,0,
17-May-22,17-05-2022,Confirmed,2111,0,9,0,3,7,8,4,0,0,393,12,28,275,12,5,3,109,596,0,19,266,0,0,22,0,3,1,16,59,0,34,38,0,129,12,48,0,
18-May-22,18-05-2022,Confirmed,2251,0,7,0,2,10,16,14,0,0,532,15,32,257,18,6,0,122,501,0,37,307,0,0,12,2,13,3,16,59,1,36,45,0,139,22,26,0,
19-May-22,19-05-2022,Confirmed,2299,0,1,1,0,5,6,8,0,0,520,15,19,267,8,11,0,124,556,0,45,316,0,0,26,0,12,5,20,65,3,42,47,0,129,12,36,0,
20-May-22,20-05-2022,Confirmed,2341,0,7,0,0,8,18,4,0,0,530,17,32,262,10,6,0,95,558,0,55,311,0,0,34,0,10,3,24,75,0,37,45,0,146,12,42,0,
21-May-22,21-05-2022,Confirmed,2224,0,7,0,0,3,10,3,0,0,479,4,28,235,3,15,12,155,545,0,43,307,0,1,16,0,8,7,13,80,0,46,40,0,121,9,32,0,
22-May-22,22-05-2022,Confirmed,1964,0,14,0,0,8,13,9,0,0,365,6,15,160,7,8,0,167,482,0,44,326,0,1,16,0,15,2,9,60,0,43,29,0,123,6,35,0,
23-May-22,23-05-2022,Confirmed,1627,0,2,0,0,6,4,9,0,0,268,13,24,161,2,5,5,107,468,0,32,208,0,0,11,0,7,2,14,52,0,35,27,0,122,12,31,0,
24-May-22,24-05-2022,Confirmed,2425,2,6,0,0,10,13,15,0,0,418,26,35,230,2,3,4,118,747,0,33,338,1,0,45,1,8,7,15,71,0,59,50,0,124,19,25,0,
25-May-22,25-05-2022,Confirmed,2659,0,7,0,0,8,13,7,0,0,424,11,37,245,6,5,0,208,783,0,50,470,0,0,23,0,3,2,23,57,0,56,49,0,122,8,42,0,
26-May-22,26-05-2022,Confirmed,2128,2,2,1,1,2,23,7,0,0,403,18,31,282,5,8,0,153,723,0,53,0,1,1,21,0,11,0,17,57,0,59,47,0,140,20,40,0,
27-May-22,27-05-2022,Confirmed,3350,0,2,0,1,0,15,1,0,0,445,20,23,236,9,7,0,171,879,0,53,1047,4,1,29,1,9,2,27,113,0,55,46,0,122,8,22,0,
28-May-22,28-05-2022,Confirmed,2800,1,12,0,0,18,17,10,0,0,442,12,37,227,10,7,0,196,846,0,42,529,0,2,14,0,12,2,23,64,0,56,43,0,134,5,38,0,
29-May-22,29-05-2022,Confirmed,2544,1,4,0,1,9,15,3,0,0,357,18,28,154,3,8,0,241,815,0,44,550,0,0,22,0,9,5,19,73,0,77,43,0,0,7,38,0,
30-May-22,30-05-2022,Confirmed,2080,1,4,0,2,5,10,10,0,0,212,8,34,174,6,6,0,166,726,0,45,431,0,0,7,0,6,0,16,46,0,89,42,0,0,6,27,0,
31-May-22,31-05-2022,Confirmed,3504,0,10,1,0,0,23,12,0,0,373,29,45,161,6,1,0,197,1197,0,20,711,2,0,19,0,3,5,13,57,0,98,59,0,394,16,49,0,
01-Jun-22,01-06-2022,Confirmed,3917,0,11,0,0,14,22,15,0,0,368,42,40,187,7,6,30,178,1370,0,35,1081,2,0,19,0,14,11,14,66,0,139,75,0,124,8,39,0,
02-Jun-22,02-06-2022,Confirmed,3788,1,14,2,3,6,20,8,0,0,373,47,50,188,13,7,11,297,1278,0,25,1045,1,0,16,0,11,4,21,60,0,145,67,0,0,17,57,0,
03-Jun-22,03-06-2022,Confirmed,4307,0,9,0,0,15,19,11,0,0,345,50,46,226,21,9,6,259,1465,0,43,1134,0,0,20,0,8,11,11,32,0,113,49,0,349,12,42,0,
04-Jun-22,04-06-2022,Confirmed,4359,1,4,0,4,20,15,5,0,0,405,36,56,144,20,5,7,222,1544,0,49,1357,0,0,19,1,12,5,27,43,0,105,76,0,130,16,31,0,
05-Jun-22,05-06-2022,Confirmed,4363,1,11,0,0,11,25,7,0,0,343,41,68,148,6,4,6,301,1383,0,44,1494,0,1,9,0,19,5,17,56,0,107,63,0,122,12,59,0,
06-Jun-22,06-06-2022,Confirmed,3796,2,7,0,0,4,12,15,0,0,247,30,53,165,24,3,6,230,1494,0,40,1036,0,0,4,0,13,0,23,34,1,90,65,0,137,7,53,0,
07-Jun-22,07-06-2022,Confirmed,6028,1,20,0,0,15,19,10,0,0,450,62,72,227,8,7,6,348,2271,0,17,1881,0,0,30,0,13,9,26,61,4,144,119,0,127,17,61,0,
08-Jun-22,08-06-2022,Confirmed,7144,1,30,0,1,13,22,19,0,0,564,77,111,247,12,11,2,376,2193,0,39,2701,0,0,15,0,15,6,23,73,4,195,116,2,163,27,85,0,
09-Jun-22,09-06-2022,Confirmed,7796,0,22,1,1,14,25,23,0,0,622,67,117,348,33,13,0,471,2415,0,53,2813,1,0,29,0,31,4,30,71,1,185,122,0,157,32,95,0,
10-Jun-22,10-06-2022,Confirmed,8079,0,22,0,7,10,35,23,0,0,655,77,143,327,25,11,0,525,2471,0,50,3081,0,0,34,1,20,7,55,88,2,219,155,0,204,-281,107,0,
11-Jun-22,11-06-2022,Confirmed,8435,2,16,0,2,44,37,27,0,0,795,71,154,411,17,12,0,562,2319,0,79,2922,0,2,33,1,24,8,65,76,1,217,145,0,233,19,139,0,
12-Jun-22,12-06-2022,Confirmed,7739,1,23,0,0,17,46,20,0,0,735,57,140,304,10,11,0,463,1955,0,59,2946,1,1,28,0,19,8,43,77,2,249,129,0,258,10,123,0,
13-Jun-22,13-06-2022,Confirmed,6608,1,18,1,5,14,25,43,0,0,614,44,111,398,18,7,33,415,1989,0,62,1885,0,1,2,0,12,2,60,66,1,255,126,0,258,26,113,0,
14-Jun-22,14-06-2022,Confirmed,10341,1,33,0,10,26,48,38,4,0,1118,104,165,430,8,18,18,594,3488,0,43,2956,0,1,45,0,23,16,62,88,3,332,219,1,284,25,135,0,
15-Jun-22,15-06-2022,Confirmed,12154,5,53,0,21,43,22,58,0,0,1375,82,184,596,40,25,14,648,3419,0,57,4024,1,6,29,2,22,18,74,77,1,476,205,0,313,26,230,0,
16-Jun-22,16-06-2022,Confirmed,12659,1,39,1,15,40,35,75,1,0,1323,112,228,625,26,22,16,833,3162,0,60,4255,0,31,19,0,41,19,92,115,3,552,285,0,413,20,198,0,
17-Jun-22,17-06-2022,Confirmed,13237,15,46,0,11,72,55,78,2,0,1797,128,225,689,31,22,15,634,3253,0,71,4165,0,3,19,0,25,31,109,84,1,589,279,0,461,30,295,0,
18-Jun-22,18-06-2022,Confirmed,13015,9,43,1,25,69,64,94,3,0,1534,139,234,712,30,27,24,750,3376,0,65,3883,1,0,17,0,38,21,92,123,0,596,247,0,477,30,288,0,
19-Jun-22,19-06-2022,Confirmed,12218,3,61,0,9,55,73,46,2,0,1530,78,244,486,8,32,24,623,2786,0,62,4004,0,2,27,0,51,21,103,83,3,692,236,0,490,19,362,0,
20-Jun-22,20-06-2022,Confirmed,9730,4,25,0,26,35,45,69,0,0,1060,78,217,684,51,19,11,530,2609,0,71,2354,1,0,2,0,46,8,79,67,0,686,246,0,466,12,224,0,
21-Jun-22,21-06-2022,Confirmed,13862,8,70,1,24,63,79,88,1,0,1383,135,226,611,40,25,16,738,4224,0,80,3659,1,4,18,0,53,34,105,114,1,737,403,0,487,18,406,0,
22-Jun-22,22-06-2022,Confirmed,12978,5,86,2,33,126,36,131,0,0,928,156,407,527,40,40,20,676,3890,0,49,3260,3,0,21,0,45,18,134,102,5,771,434,4,678,50,295,0,
23-Jun-22,23-06-2022,Confirmed,17430,6,87,0,34,116,65,114,6,0,1934,151,416,872,47,38,36,858,3981,1,68,5218,1,0,21,2,73,42,113,135,2,1063,494,0,634,52,745,0,
24-Jun-22,24-06-2022,Confirmed,16028,5,98,1,43,152,96,82,0,0,1447,149,380,651,48,54,30,816,4098,2,95,4205,0,8,12,1,61,42,150,120,3,1359,493,1,620,40,657,0,
25-Jun-22,25-06-2022,Confirmed,11000,7,102,0,43,155,98,92,1,0,666,109,419,510,63,65,53,253,3378,0,61,1728,3,11,35,0,62,54,157,122,2,1382,496,0,579,54,235,0,
26-Jun-22,26-06-2022,Confirmed,16950,5,110,0,36,142,76,98,5,0,1891,112,420,540,37,56,27,133,3206,2,47,6493,1,8,55,1,68,42,168,161,0,1472,434,0,572,30,493,0,
27-Jun-22,27-06-2022,Confirmed,11546,6,43,1,60,133,52,125,3,0,628,130,351,450,94,67,32,617,2993,0,74,2369,3,8,9,1,69,9,129,97,5,1461,477,4,449,32,551,0,
