Date,Date_YMD,Status,Total,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu & Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Ladakh,Only_State
30-May-21,30-05-2021,Confirmed,153396,20,13400,172,3245,1475,182,1655,14,0,946,645,1871,1452,861,2256,703,20378,19894,297,1476,18600,1032,742,329,192,9541,930,2584,2298,264,28864,1801,854,1864,1226,11284,0,
31-May-21,31-05-2021,Confirmed,126883,21,7943,322,4348,1113,124,2163,63,0,648,602,1681,1246,865,1525,831,16604,12300,149,1205,15077,869,408,99,117,8313,627,2192,1498,146,27936,2524,394,1472,1156,10137,0,
01-Jun-21,01-06-2021,Confirmed,133152,13,11303,370,4682,1174,108,1886,31,0,623,903,1561,1233,921,1895,609,14304,19760,89,1078,14123,798,467,312,174,8735,979,2149,1002,309,26513,2493,841,1221,981,9424,0,
02-Jun-21,02-06-2021,Confirmed,134044,25,12768,376,4178,1158,134,1792,17,0,576,706,1333,1171,891,1718,532,16387,19661,169,991,15169,729,532,235,218,8399,867,2214,1276,250,25317,2384,571,1283,1003,8923,0,
03-Jun-21,03-06-2021,Confirmed,132424,27,11421,364,4309,1106,111,1619,27,0,487,572,1207,980,995,1801,1015,18324,18853,144,846,15229,621,552,225,168,8839,815,2144,1258,289,24405,2261,677,1220,589,8811,0,
04-Jun-21,04-06-2021,Confirmed,120454,18,10413,404,4548,991,88,1460,47,0,523,576,1120,895,787,1723,478,16068,16229,89,798,14152,791,584,205,147,7729,712,2005,1006,353,22651,2175,650,1112,892,7913,0,
05-Jun-21,05-06-2021,Confirmed,114488,17,10373,327,3781,1007,98,1356,14,0,414,567,996,723,818,1448,517,13800,17328,99,718,13659,717,497,236,309,7395,613,1878,942,253,21410,2070,708,1028,619,7682,0,
06-Jun-21,06-06-2021,Confirmed,101209,14,8976,223,2228,920,74,999,6,0,381,403,848,654,357,1440,293,12209,14672,70,735,12557,823,488,267,77,7002,640,1563,904,340,20421,1436,654,1037,446,7002,0,
07-Jun-21,07-06-2021,Confirmed,85804,12,4872,360,3804,762,48,1285,1,0,231,418,778,640,656,977,358,11958,9313,38,571,10219,598,438,112,145,6118,482,1269,629,59,19448,1933,235,694,395,5887,0,
08-Jun-21,08-06-2021,Confirmed,92787,23,7796,304,3948,711,71,1102,8,0,316,473,695,635,596,1184,603,9808,15567,99,535,10891,748,379,315,133,5896,545,1252,529,255,18023,1897,700,705,546,5427,0,
09-Jun-21,09-06-2021,Confirmed,93883,14,8766,247,3751,589,84,954,11,0,337,456,644,528,554,1098,302,10959,16204,128,453,10989,775,448,202,186,6019,642,1393,520,231,17321,1813,625,688,513,5384,0,
10-Jun-21,10-06-2021,Confirmed,91849,29,8110,245,3756,551,66,1034,10,0,305,413,544,539,533,1117,293,11042,14424,71,420,12207,730,603,337,113,6097,507,1311,538,287,16813,1798,658,596,388,5274,0,
11-Jun-21,11-06-2021,Confirmed,84574,36,8239,358,3666,566,70,741,8,0,238,423,481,463,505,906,291,8249,14233,49,397,11766,687,514,210,116,5235,429,1201,446,147,15759,1707,641,596,287,4883,0,
12-Jun-21,12-06-2021,Confirmed,80525,10,6952,298,3463,432,58,813,5,0,213,472,490,426,370,866,239,9785,13832,53,334,10697,554,501,178,96,4852,442,961,368,167,15108,1771,428,504,463,4286,0,
13-Jun-21,13-06-2021,Confirmed,71001,18,6770,134,2167,487,54,459,0,0,255,420,455,339,237,774,154,7810,11584,34,277,10442,530,305,345,82,4469,402,956,308,157,14016,1280,565,452,263,3984,0,
14-Jun-21,14-06-2021,Confirmed,60008,8,4549,366,3678,324,50,600,1,0,131,253,405,268,326,599,151,6835,7719,27,242,8129,459,403,97,109,4339,309,622,277,36,12772,1511,235,313,296,3519,0,
15-Jun-21,15-06-2021,Confirmed,62215,11,5741,290,3415,410,40,609,8,0,228,327,352,228,321,715,184,5041,12246,61,224,7652,785,450,268,101,3405,355,628,172,209,11805,1556,528,270,274,3268,0,
16-Jun-21,16-06-2021,Confirmed,67289,26,6617,250,3386,370,41,573,8,0,212,310,298,249,210,635,190,7345,13270,42,160,10107,752,495,268,111,3535,430,675,280,147,10448,1489,536,251,353,3187,0,
17-Jun-21,17-06-2021,Confirmed,62436,29,6151,295,3477,385,69,590,13,0,158,254,283,232,292,656,146,5983,12469,38,145,9830,495,478,236,76,3631,326,728,205,90,9118,1492,487,275,264,3018,0,
18-Jun-21,18-06-2021,Confirmed,60765,28,6341,209,3706,347,48,509,7,0,165,315,262,209,344,671,141,5783,11361,15,110,9798,603,650,302,56,3806,353,612,150,162,8633,1417,467,149,222,2788,0,
19-Jun-21,19-06-2021,Confirmed,58615,31,5674,231,3571,349,45,479,10,0,135,302,228,170,239,521,135,5815,12443,38,110,8912,592,514,313,94,3427,295,594,193,151,8183,1362,443,257,220,2486,0,
20-Jun-21,20-06-2021,Confirmed,52978,12,5646,158,1775,294,27,352,3,0,124,207,185,201,128,585,138,4517,11647,13,87,9361,527,390,193,57,3577,251,541,144,87,7817,1006,367,219,136,2184,0,
21-Jun-21,21-06-2021,Confirmed,42683,9,2620,294,2805,245,14,496,3,0,89,218,151,162,193,362,122,4867,7449,28,89,6270,353,269,662,126,3031,233,355,151,25,7427,1197,175,118,163,1879,0,
22-Jun-21,22-06-2021,Confirmed,50817,10,4169,289,2869,268,23,482,3,0,397,303,135,146,188,428,110,3709,12617,33,65,8470,575,421,374,64,2957,284,405,137,137,6895,1175,421,202,171,1852,0,
23-Jun-21,23-06-2021,Confirmed,54309,13,4684,252,2728,298,53,421,3,0,588,240,138,174,258,444,139,4436,12787,55,84,10066,629,482,419,103,3456,263,509,155,131,6596,1114,395,112,149,1925,0,
24-Jun-21,24-06-2021,Confirmed,51659,2,4981,298,2781,212,22,317,3,0,109,229,129,102,161,448,114,3979,12078,42,62,9844,549,420,237,88,3650,298,369,147,92,6162,1088,359,224,118,1923,0,
25-Jun-21,25-06-2021,Confirmed,48768,1,4458,266,2793,207,39,293,4,0,115,222,123,140,153,498,133,3310,11546,31,50,9604,585,602,224,130,2912,261,338,131,130,5755,1061,369,206,128,1933,0,
26-Jun-21,26-06-2021,Confirmed,49844,5,4147,287,2640,190,23,361,3,0,85,235,122,121,184,342,98,4272,12118,27,46,9812,561,505,232,91,3554,228,307,141,130,5415,1028,291,164,164,1894,0,
27-Jun-21,27-06-2021,Confirmed,46523,9,4250,165,1523,185,20,244,6,0,259,215,112,115,118,415,81,3604,10905,28,39,9974,669,462,233,111,3408,231,297,162,170,5127,748,485,212,82,1836,0,
28-Jun-21,28-06-2021,Confirmed,37070,7,2224,295,2689,165,8,405,8,0,59,138,96,96,148,259,90,2576,8063,28,37,6727,432,336,131,56,3319,144,253,72,71,4804,993,219,183,120,1761,0,
29-Jun-21,29-06-2021,Confirmed,46104,4,3620,344,2672,190,24,383,8,0,101,213,93,78,167,308,95,3222,13550,27,38,8085,780,378,364,94,2640,196,215,121,142,4512,987,476,172,194,1595,0,
30-Jun-21,30-06-2021,Confirmed,48606,1,3797,286,2479,260,14,403,5,0,94,240,90,87,143,364,85,3382,13658,28,33,9771,592,352,256,128,3371,264,258,100,220,4506,917,431,156,322,1478,0,
01-Jul-21,01-07-2021,Confirmed,46781,2,3841,311,2669,187,17,410,1,0,93,231,84,85,167,298,96,3203,12868,38,40,9195,508,577,417,66,3087,216,290,75,122,4481,869,450,145,124,1501,0,
02-Jul-21,02-07-2021,Confirmed,44187,6,3464,404,2453,181,13,305,4,0,93,183,80,76,150,331,88,2984,12095,35,43,8753,656,485,278,77,3222,175,195,76,111,4230,858,409,132,109,1422,0,
03-Jul-21,03-07-2021,Confirmed,43027,3,2930,365,2375,136,18,294,2,0,86,169,76,52,115,338,91,2082,12456,18,49,9489,689,460,233,69,2917,147,171,90,178,4013,848,394,111,158,1391,0,
04-Jul-21,04-07-2021,Confirmed,40150,4,3175,168,1213,109,10,229,2,0,94,164,70,51,87,347,52,1564,12100,39,47,9336,643,489,243,68,2870,172,151,71,176,3867,605,428,126,78,1297,0,
05-Jul-21,05-07-2021,Confirmed,34026,0,2100,426,2640,76,12,319,0,0,54,130,62,54,158,274,46,2848,8037,36,32,6740,432,377,88,40,2803,128,134,55,95,3715,808,226,118,69,885,0,
06-Jul-21,06-07-2021,Confirmed,43964,5,3042,348,2433,143,12,322,6,0,79,257,69,73,145,231,55,3104,14372,11,27,8418,863,457,520,60,2487,140,186,47,177,3479,784,474,79,89,962,0,
07-Jul-21,07-07-2021,Confirmed,45701,4,3166,404,2289,104,28,330,3,0,93,192,65,63,172,280,75,2743,15600,18,28,9558,760,354,301,44,2602,189,234,51,170,3367,772,461,116,77,982,0,
08-Jul-21,08-07-2021,Confirmed,43504,1,2982,399,2644,115,14,346,1,0,93,195,62,55,128,262,55,2530,13772,15,26,9083,839,532,548,64,2542,155,225,69,222,3211,731,407,110,64,995,0,
09-Jul-21,09-07-2021,Confirmed,42660,0,3040,403,2493,95,17,391,1,0,81,220,56,57,180,261,55,2290,13563,22,29,8992,852,426,311,60,2806,126,152,62,170,3039,729,531,83,65,990,0,
10-Jul-21,10-07-2021,Confirmed,41494,0,2925,478,2391,87,12,359,4,0,76,155,53,38,138,185,56,2162,14087,9,27,8296,788,485,537,111,2334,134,122,56,198,2913,704,411,98,49,997,0,
11-Jul-21,11-07-2021,Confirmed,37654,0,2665,254,1579,136,8,188,2,0,53,131,42,36,63,224,49,1978,12220,2,23,8535,911,425,442,78,2282,145,129,52,144,2775,465,518,125,42,924,0,
12-Jul-21,12-07-2021,Confirmed,30818,1,1578,566,2575,72,10,297,2,0,45,108,32,28,93,155,43,1386,7798,7,18,7603,890,273,190,76,1993,81,116,33,90,2652,696,270,96,51,885,0,
13-Jul-21,13-07-2021,Confirmed,40314,3,2567,431,2169,102,3,295,1,0,76,164,31,36,150,143,40,1913,14539,11,1390,7243,796,365,519,88,1930,124,107,28,226,2505,767,566,56,44,863,0,
14-Jul-21,14-07-2021,Confirmed,41759,3,2591,465,2046,113,7,252,2,0,77,227,41,40,93,161,68,1990,15637,5,11,8602,1104,422,468,109,2074,121,108,37,169,2458,749,558,83,33,831,0,
15-Jul-21,15-07-2021,Confirmed,39071,2,2526,367,1992,125,5,333,0,0,72,126,38,34,136,203,54,1977,13773,7,20,8010,1039,412,581,132,2110,103,98,33,137,2405,710,492,70,55,891,0,
16-Jul-21,16-07-2021,Confirmed,38117,4,2345,443,1782,90,6,312,3,0,66,120,39,46,126,221,55,1806,13750,10,15,7761,1128,441,455,95,2070,104,103,35,151,2312,715,495,86,39,882,0,
17-Jul-21,17-07-2021,Confirmed,41283,1,2672,475,1727,79,8,226,1,0,59,159,37,41,113,179,61,1869,16148,8,11,8172,1171,507,484,100,2182,94,118,42,157,2205,729,430,81,32,899,0,
18-Jul-21,18-07-2021,Confirmed,38330,4,2974,258,1329,81,19,165,4,0,51,120,33,35,54,146,32,1708,13956,3,18,9000,963,388,463,106,2215,100,86,26,155,2079,578,325,25,19,801,0,
19-Jul-21,19-07-2021,Confirmed,29420,6,1628,506,1797,54,4,316,6,0,36,99,24,30,125,123,64,1291,9931,12,12,6017,774,387,336,62,1648,42,53,33,257,1971,746,286,37,34,666,0,
20-Jul-21,20-07-2021,Confirmed,42128,2,2498,476,1798,82,14,189,8,0,44,132,29,36,102,88,33,1464,16848,16,19,9389,1127,500,806,94,2085,78,68,22,147,1904,657,488,69,50,752,0,
21-Jul-21,21-07-2021,Confirmed,41687,3,2527,418,1547,88,7,188,7,0,62,131,28,35,67,144,46,1639,17481,1,15,8159,1327,558,725,105,1927,112,66,22,251,1891,691,457,52,37,869,0,
22-Jul-21,22-07-2021,Confirmed,34863,4,1843,486,1796,61,2,217,4,0,49,97,34,25,115,84,22,1653,12818,7,17,7302,928,513,625,81,1948,68,69,25,294,1872,648,253,52,56,793,0,
23-Jul-21,23-07-2021,Confirmed,39501,0,1747,480,1621,85,1,118,6,0,58,73,36,39,87,63,39,1705,17518,10,11,6753,1284,558,847,92,1917,98,68,33,257,1830,643,509,57,11,842,0,
24-Jul-21,24-07-2021,Confirmed,40286,0,2174,515,1595,75,5,156,7,0,66,144,39,13,130,88,33,1857,18531,17,6,6269,1198,693,653,124,1864,126,83,27,225,1819,647,299,38,33,730,0,
25-Jul-21,25-07-2021,Confirmed,38179,4,2252,164,1054,81,5,130,0,0,66,75,30,22,44,166,28,1001,17466,2,12,6843,1207,597,938,68,1833,104,53,20,337,1808,494,408,6,51,806,0,
26-Jul-21,26-07-2021,Confirmed,30820,1,1627,490,1528,58,4,192,0,0,39,90,31,31,139,102,37,1606,11586,12,6,4877,989,569,1369,54,1637,86,46,18,179,1785,638,224,50,54,657,0,
27-Jul-21,27-07-2021,Confirmed,42971,0,1540,443,1436,68,7,128,2,0,77,148,30,26,183,107,39,1501,22129,8,11,6258,1165,710,1118,110,1629,113,42,15,277,1767,645,458,18,96,662,0,
28-Jul-21,28-07-2021,Confirmed,43165,1,2010,342,1276,76,5,164,3,0,67,81,28,32,116,160,27,1531,22056,6,11,6857,1003,541,727,114,1703,97,65,30,240,1756,657,415,87,60,815,0,
29-Jul-21,29-07-2021,Confirmed,44671,3,2107,335,1299,46,5,130,1,0,51,90,27,30,229,181,56,2052,22064,7,18,7242,1000,731,1100,67,1615,98,58,17,276,1859,623,376,60,48,766,0,
30-Jul-21,30-07-2021,Confirmed,41499,1,2068,379,1179,72,4,125,1,0,63,152,21,26,146,137,32,1890,20772,16,10,6600,874,569,774,60,1558,90,48,28,179,1947,614,271,37,41,711,0,
31-Jul-21,31-07-2021,Confirmed,41943,2,2058,266,989,44,1,102,6,0,58,94,27,29,153,118,36,1987,20624,11,22,6959,801,686,893,159,1578,100,51,17,237,1986,621,302,31,116,769,0,
01-Aug-21,01-08-2021,Confirmed,40629,2,2287,138,784,45,1,214,0,0,85,59,23,29,134,145,27,1875,20728,6,17,6479,832,589,861,73,1437,90,26,10,206,1990,455,222,35,22,701,0,
02-Aug-21,02-08-2021,Confirmed,30085,0,1546,305,1275,37,6,236,0,0,51,90,22,14,208,118,23,1285,13984,12,17,4869,541,350,438,59,1032,54,32,27,126,1957,591,139,24,37,575,0,
03-Aug-21,03-08-2021,Confirmed,42530,1,1546,319,1182,60,5,142,1,0,50,101,17,26,220,140,23,1674,23676,19,18,6005,753,556,748,68,1129,73,42,11,245,1908,609,304,62,48,729,0,
04-Aug-21,04-08-2021,Confirmed,42797,1,2442,319,1065,46,0,135,1,0,67,110,15,27,243,149,30,1769,22414,5,28,6126,765,521,884,145,1315,120,62,18,217,1949,623,262,61,37,826,0,
05-Aug-21,05-08-2021,Confirmed,45005,0,2145,238,1067,44,1,114,0,0,61,102,24,18,256,128,28,1785,22040,4,11,9026,757,576,1088,118,1342,81,38,40,184,1997,582,244,26,24,812,0,
06-Aug-21,06-08-2021,Confirmed,38705,0,2209,227,975,55,4,109,0,0,44,97,23,15,256,144,32,1805,19948,8,18,5539,742,515,725,110,1208,88,61,20,126,1985,577,245,40,29,717,0,
07-Aug-21,07-08-2021,Confirmed,39068,3,1908,248,986,36,4,120,0,0,72,109,19,18,356,142,37,1610,20367,4,13,6061,699,524,722,106,1096,102,63,19,94,1969,569,171,27,38,749,0,
08-Aug-21,08-08-2021,Confirmed,36036,2,2050,154,568,34,4,76,1,0,66,69,25,19,187,122,19,1598,18607,2,10,5508,736,540,709,77,1243,79,54,15,114,1956,449,186,56,18,675,0,
09-Aug-21,09-08-2021,Confirmed,27428,0,1413,302,1120,43,6,90,0,0,39,61,19,12,310,108,14,1186,13049,8,10,4505,467,187,281,81,886,63,32,13,48,1929,453,77,21,31,557,0,
10-Aug-21,10-08-2021,Confirmed,38376,2,1461,233,929,44,8,112,1,0,52,141,21,23,419,113,34,1338,21119,6,10,5609,633,411,937,102,1041,101,59,11,110,1893,494,205,19,39,639,0,
11-Aug-21,11-08-2021,Confirmed,41586,0,1869,188,886,47,5,83,0,0,37,103,16,16,374,114,14,1826,23500,5,10,5560,606,463,863,64,1078,114,105,19,157,1964,482,244,24,40,700,0,
12-Aug-21,12-08-2021,Confirmed,40081,0,1859,180,935,43,12,98,1,0,49,88,17,16,354,176,44,1857,21445,6,8,6388,677,429,576,80,1107,109,80,17,100,1942,453,140,15,24,747,0,
13-Aug-21,13-08-2021,Confirmed,38761,0,1746,166,763,47,15,77,0,0,50,67,23,26,333,129,32,1669,20452,4,9,6686,522,384,575,81,1193,113,88,24,150,1933,427,180,25,27,739,0,
14-Aug-21,14-08-2021,Confirmed,36135,0,1535,161,755,39,4,83,0,0,50,88,25,14,284,135,28,1632,19451,7,16,5787,439,343,524,61,1132,101,50,14,129,1916,420,137,42,19,705,0,
15-Aug-21,15-08-2021,Confirmed,33245,0,1506,48,411,28,1,49,0,0,53,75,16,22,182,97,27,1431,18582,3,13,4797,602,420,467,54,1058,79,46,18,152,1896,245,142,30,16,673,0,
16-Aug-21,16-08-2021,Confirmed,24696,1,909,165,758,14,2,68,2,0,27,62,14,22,276,77,35,1065,12294,6,7,4145,275,352,249,44,868,49,30,11,20,1851,405,52,17,18,502,0,
17-Aug-21,17-08-2021,Confirmed,35208,0,1063,142,741,21,4,56,0,0,38,115,17,15,300,83,15,1298,21613,1,11,4408,403,252,639,79,720,60,36,6,104,1804,417,132,26,31,547,0,
18-Aug-21,18-08-2021,Confirmed,36502,1,1433,144,639,16,10,64,0,0,36,80,23,21,261,100,32,1365,21427,4,9,5132,369,244,600,57,993,151,52,9,151,1797,424,141,34,31,646,0,
19-Aug-21,19-08-2021,Confirmed,36600,3,1501,120,713,15,6,61,0,0,25,83,19,25,297,110,23,1432,21116,2,18,5225,526,329,487,59,1041,134,63,12,94,1702,409,153,25,33,731,0,
20-Aug-21,20-08-2021,Confirmed,34308,3,1435,125,708,11,5,48,0,0,57,120,17,21,155,159,17,1453,20224,5,8,4365,372,232,522,92,986,97,57,14,82,1668,359,89,26,15,758,0,
21-Aug-21,21-08-2021,Confirmed,31023,1,1217,121,640,8,6,74,2,0,19,122,15,19,200,144,18,1350,17106,2,7,4575,442,231,645,72,911,59,45,23,87,1652,364,115,24,21,678,0,
22-Aug-21,22-08-2021,Confirmed,25420,0,1085,49,336,20,3004,27,0,0,24,76,15,16,114,107,5,1189,10402,1,5,4141,285,317,576,35,853,60,41,5,70,1630,231,109,19,12,561,0,
23-Aug-21,23-08-2021,Confirmed,24794,2,1002,94,700,8,2,39,0,0,17,57,14,15,233,93,18,1151,13383,8,3,3643,270,305,292,33,761,42,26,7,26,1604,354,45,7,22,510,0,
24-Aug-21,24-08-2021,Confirmed,37739,1,1248,101,555,9,1,47,0,0,151,136,14,18,281,125,7,1259,24296,1,5,4355,386,162,845,47,625,73,50,10,137,1585,389,165,26,15,613,0,
25-Aug-21,25-08-2021,Confirmed,46129,0,1601,116,689,31,2,52,1,0,65,77,17,15,198,126,8,1224,31445,9,5,5031,377,354,740,49,887,71,36,8,47,1573,366,124,30,32,708,0,
26-Aug-21,26-08-2021,Confirmed,44550,0,1539,109,562,15,6,47,3,0,45,92,16,16,269,101,31,1213,30077,1,6,5108,380,231,794,60,849,73,42,3,73,1559,357,114,10,25,717,0,
27-Aug-21,27-08-2021,Confirmed,46806,0,1515,126,499,21,7,31,0,0,61,80,13,21,186,166,21,1301,32801,6,16,4654,311,262,905,63,816,80,43,17,42,1542,339,102,16,32,703,0,
28-Aug-21,28-08-2021,Confirmed,45064,0,1321,71,586,11,3,19,0,0,29,111,10,13,209,166,14,1229,31265,2,7,4831,275,257,888,79,779,67,51,11,90,1551,325,74,26,19,661,0,
29-Aug-21,29-08-2021,Confirmed,43374,4,1557,39,293,11,6,19,0,0,31,74,12,11,123,169,13,1262,29836,2,12,4666,387,265,878,52,849,96,37,7,80,1538,257,101,14,16,650,0,
30-Aug-21,30-08-2021,Confirmed,30248,1,878,90,538,6,6,22,0,0,20,59,12,10,96,105,13,973,19622,7,10,3741,223,134,440,31,609,63,25,7,32,1523,340,37,23,38,510,0,
31-Aug-21,31-08-2021,Confirmed,43073,1,1115,71,570,8,6,31,0,0,28,105,12,20,207,166,12,1217,30203,2,10,4196,382,101,1157,80,638,115,38,2,37,1512,338,50,64,28,546,0,
01-Sep-21,01-09-2021,Confirmed,45975,0,1186,71,573,10,3,31,0,0,36,95,13,20,251,110,27,1159,32803,0,11,4456,270,264,880,74,719,138,37,5,76,1509,322,99,16,25,679,0,
02-Sep-21,02-09-2021,Confirmed,45624,1,1378,54,554,10,2,46,0,0,39,96,10,16,205,89,28,1240,32097,1,11,4342,299,211,1111,47,754,92,64,8,71,1562,313,104,35,33,695,0,
03-Sep-21,03-09-2021,Confirmed,42667,3,1520,61,564,6,4,37,2,0,35,104,16,12,189,96,11,1220,29322,0,18,4313,272,193,882,40,849,127,30,8,45,1568,318,62,15,36,686,0,
04-Sep-21,04-09-2021,Confirmed,42607,2,1502,85,542,11,5,46,0,0,55,97,15,9,215,116,9,983,29682,0,22,4130,303,263,825,58,681,120,35,10,93,1575,306,70,26,14,700,0,
05-Sep-21,05-09-2021,Confirmed,39537,0,1623,36,321,8,2,24,0,0,30,72,14,14,96,110,15,1117,26701,0,22,4057,322,254,967,54,805,103,33,3,79,1592,230,87,18,16,707,0,
06-Sep-21,06-09-2021,Confirmed,30164,0,739,70,636,6,1,33,0,0,32,67,19,16,228,93,18,973,19688,0,11,3626,185,123,444,32,609,32,36,8,14,1556,301,21,12,25,505,0,
07-Sep-21,07-09-2021,Confirmed,38135,1,1178,66,471,6,2,56,0,0,50,74,18,11,179,126,14,851,25772,0,11,3898,282,136,1468,47,638,127,28,12,74,1544,298,55,22,14,601,0,
08-Sep-21,08-09-2021,Confirmed,43401,3,1361,77,427,19,14,48,4,0,41,86,17,17,163,151,23,1102,30196,1,16,4174,268,191,1214,50,762,125,37,12,54,1587,329,54,15,12,751,0,
09-Sep-21,09-09-2021,Confirmed,24151,1,1439,53,437,10,4,25,0,0,36,79,19,13,161,170,27,1074,26200,1,9,-10847,263,218,1061,25,771,82,26,7,60,1596,315,64,9,16,724,0,
10-Sep-21,10-09-2021,Confirmed,37875,2,1608,59,396,12,3,23,1,0,36,45,21,12,202,173,16,967,25010,0,5,4154,210,188,1055,45,745,111,30,7,57,1631,220,45,9,20,753,0,
11-Sep-21,11-09-2021,Confirmed,31288,1,1145,47,499,14,4,24,0,0,57,29,16,14,167,146,7,801,20487,1,16,3075,292,138,725,39,630,46,39,9,64,1639,296,30,14,24,752,0,
12-Sep-21,12-09-2021,Confirmed,31441,2,1190,22,259,7,5,20,0,0,22,38,17,5,87,105,11,803,20240,0,14,3623,195,118,1089,36,649,100,31,6,59,1608,249,44,21,12,751,0,
13-Sep-21,13-09-2021,Confirmed,24414,2,864,75,564,6,6,38,0,0,17,54,12,14,202,86,6,673,15058,2,12,2740,136,226,541,27,471,61,32,8,26,1580,315,23,8,19,506,0,
14-Sep-21,14-09-2021,Confirmed,27502,8,1125,65,493,12,2,35,0,0,38,109,11,17,195,150,7,559,15876,0,7,3530,231,127,1502,37,428,103,37,11,46,1591,336,52,32,19,703,0,
15-Sep-21,15-09-2021,Confirmed,30355,0,1445,71,444,7,2,20,0,0,57,88,15,12,215,156,10,1116,17681,0,7,3783,236,243,1185,37,457,124,41,17,42,1658,324,43,18,49,743,0,
16-Sep-21,16-09-2021,Confirmed,34653,3,1367,47,468,12,4,31,0,0,28,95,22,9,127,170,6,1108,22182,0,7,3595,216,229,1402,32,580,107,30,4,64,1693,259,0,23,20,707,0,
17-Sep-21,17-09-2021,Confirmed,35354,1,1393,38,270,7,4,26,0,0,55,108,25,8,209,155,9,1003,23260,0,6,3586,208,248,1121,17,628,86,26,8,37,1669,241,72,15,25,719,0,
18-Sep-21,18-09-2021,Confirmed,31130,2,1174,32,365,10,4,28,0,0,41,123,13,6,174,152,3,889,19325,3,6,3391,140,119,1476,60,695,128,30,8,54,1653,255,22,0,21,728,0,
19-Sep-21,19-09-2021,Confirmed,30828,2,1337,10,259,13,5,14,0,0,28,84,8,22,93,168,2,783,19653,0,8,3413,234,168,1104,24,623,79,28,8,62,1697,173,31,26,6,635,0,
20-Sep-21,20-09-2021,Confirmed,24907,2,839,56,455,7,7,38,0,0,20,85,14,13,234,128,9,677,15692,3,8,2583,178,174,558,43,510,54,59,9,16,1661,208,14,11,11,524,0,
21-Sep-21,21-09-2021,Confirmed,27338,5,1179,64,441,6,7,26,0,0,39,107,14,8,263,145,14,818,15768,1,8,3131,197,150,1731,52,462,101,36,12,43,1647,244,51,13,12,537,0,
22-Sep-21,22-09-2021,Confirmed,32010,8,1365,51,407,11,6,26,0,0,30,102,20,16,212,204,7,847,19675,1,12,3608,171,166,1355,31,734,117,42,7,60,1682,258,51,15,23,683,0,
23-Sep-21,23-09-2021,Confirmed,31411,1,1171,44,371,4,1,30,0,0,48,80,26,14,161,172,16,836,19682,0,13,3320,194,263,1294,37,644,91,21,3,62,1745,247,25,11,17,746,0,
24-Sep-21,24-09-2021,Confirmed,29565,1,1246,31,406,10,3,26,0,0,24,84,17,12,224,148,12,789,17983,0,36,3286,210,184,1257,58,539,94,22,5,62,1733,239,33,28,14,744,0,
25-Sep-21,25-09-2021,Confirmed,28169,1,1167,33,375,5,4,27,0,0,27,65,16,9,202,143,15,787,16671,0,16,3276,229,208,1322,34,602,92,24,7,28,1724,248,19,14,15,762,0,
26-Sep-21,26-09-2021,Confirmed,26999,0,1184,3,196,7,1,13,0,0,29,74,21,13,112,127,5,775,15951,0,9,3206,210,151,1478,31,585,78,32,6,40,1694,170,20,11,16,748,0,
27-Sep-21,27-09-2021,Confirmed,14907,1,618,43,412,3,7,27,0,0,32,50,21,7,209,117,4,504,11699,0,8,-2563,116,108,527,17,444,37,38,13,25,1657,216,13,6,14,472,0,
28-Sep-21,28-09-2021,Confirmed,21898,1,771,49,390,1,2,26,0,0,34,90,24,22,170,95,11,629,11196,0,7,2844,216,95,1846,28,545,88,40,4,64,1630,220,19,16,15,708,0,
29-Sep-21,29-09-2021,Confirmed,23166,0,1084,128,366,4,5,30,0,0,41,83,20,16,205,100,6,539,12161,0,8,3187,210,169,1380,24,565,93,22,2,57,1624,245,20,6,11,748,0,
30-Sep-21,30-09-2021,Confirmed,27285,1,1010,54,376,6,6,32,0,0,47,113,20,9,163,110,11,933,15914,0,12,3063,158,129,1741,25,602,59,35,5,39,1612,214,22,0,7,749,0,
01-Oct-21,01-10-2021,Confirmed,23918,0,809,54,303,3,2,22,0,0,32,84,16,18,183,133,12,589,13834,0,11,3105,159,155,1170,21,477,64,27,4,31,1597,220,21,35,13,708,0,
02-Oct-21,02-10-2021,Confirmed,23189,1,865,13,246,4,3,8,0,0,33,79,27,14,89,124,17,636,13217,0,5,2696,136,130,1626,30,478,82,36,6,25,1578,201,15,0,5,761,0,
03-Oct-21,03-10-2021,Confirmed,21644,1,765,32,193,3,2,15,0,0,33,44,23,11,67,102,9,664,12297,0,9,2692,167,172,1276,17,528,32,24,1,18,1531,162,9,22,12,701,0,
04-Oct-21,04-10-2021,Confirmed,17101,1,429,27,333,3,6,10,2,0,34,43,14,9,191,100,8,397,8850,1,14,3165,100,112,443,10,407,42,17,4,12,1467,207,6,16,17,601,0,
05-Oct-21,05-10-2021,Confirmed,19044,2,671,19,385,2,4,13,0,0,27,86,23,14,155,102,8,522,9735,1,10,2401,157,96,1681,20,453,82,13,1,24,1449,218,14,20,12,619,0,
